respondent_id,has_seen_any_star_wars_film,has_seen_any_star_wars_film_binary,is_star_wars_fan,is_star_wars_fan_binary,fan_segment,total_movies_seen,movie_consumption_segment,has_complete_movie_ranking,which_character_shot_first,is_familiar_with_expanded_universe,is_familiar_with_expanded_universe_binary,is_expanded_universe_fan,is_expanded_universe_fan_binary,is_star_trek_fan,is_star_trek_fan_binary,gender,age,household_income,education,location_census_region,has_demographic_info,average_character_opinion_score,audience_type,audience_type_order
3290845367.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,yes,1.0,no,0.0,yes,1.0,male,30-44,"$0 - $24,999",high school degree,south atlantic,1,0.7142857142857143,Jedi fiel,1
3290845046.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,female,> 60,"$25,000 - $49,999",some college or associate degree,west north central,1,1.0714285714285714,Jedi fiel,1
3290844577.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,"$50,000 - $99,999",some college or associate degree,middle atlantic,1,,Territorio neutral,4
3290841815.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,30-44,"$50,000 - $99,999",bachelor degree,east south central,1,1.2,Explorador casual,3
3290840905.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,45-60,"$100,000 - $149,999",some college or associate degree,east north central,1,,Territorio neutral,4
3290836653.0,yes,1,no,0.0,not_fan,2,low_consumption,1,greedo,no,0.0,,,no,0.0,female,18-29,"$50,000 - $99,999",bachelor degree,west south central,1,1.2142857142857142,Explorador casual,3
3290834007.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,,,,,,0,0.0,Explorador casual,3
3290829888.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,male,45-60,"$100,000 - $149,999",bachelor degree,south atlantic,1,0.4285714285714285,Explorador casual,3
3290828902.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,45-60,,graduate degree,south atlantic,1,,Territorio neutral,4
3290824340.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,"$150,000+",some college or associate degree,pacific,1,,Territorio neutral,4
3290821620.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$50,000 - $99,999",graduate degree,south atlantic,1,0.6,Explorador casual,3
3290819415.0,yes,1,no,0.0,not_fan,5,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,30-44,"$0 - $24,999",some college or associate degree,south atlantic,1,1.0,Explorador casual,3
3290815080.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$50,000 - $99,999",bachelor degree,middle atlantic,1,,Territorio neutral,4
3290812610.0,yes,1,no,0.0,not_fan,1,low_consumption,1,greedo,no,0.0,,,no,0.0,female,45-60,"$50,000 - $99,999",graduate degree,west north central,1,1.1111111111111112,Territorio neutral,4
3290810177.0,yes,1,yes,1.0,fan,4,medium_consumption,1,han,no,0.0,,,yes,1.0,female,30-44,"$50,000 - $99,999",graduate degree,east south central,1,0.8461538461538461,Rebelde nostalgico,2
3290810023.0,yes,1,no,0.0,not_fan,6,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,18-29,"$0 - $24,999",graduate degree,east north central,1,1.25,Explorador casual,3
3290807769.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,"$0 - $24,999",some college or associate degree,east north central,1,,Territorio neutral,4
3290806200.0,yes,1,yes,1.0,fan,6,high_consumption,1,,,,,,,,,,,,,0,1.3076923076923077,Jedi fiel,1
3290805125.0,yes,1,no,0.0,not_fan,6,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,"$150,000+",graduate degree,south atlantic,1,1.75,Explorador casual,3
3290804128.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290804008.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,45-60,,bachelor degree,mountain,1,0.6428571428571429,Jedi fiel,1
3290799403.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,yes,1.0,no,0.0,yes,1.0,male,45-60,"$0 - $24,999",some college or associate degree,middle atlantic,1,-2.0,Territorio neutral,4
3290798641.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,"$25,000 - $49,999",some college or associate degree,mountain,1,,Territorio neutral,4
3290798064.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,"$50,000 - $99,999",graduate degree,south atlantic,1,1.5,Jedi fiel,1
3290796650.0,yes,1,yes,1.0,fan,4,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,45-60,,bachelor degree,west north central,1,1.8333333333333333,Rebelde nostalgico,2
3290792507.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,18-29,"$25,000 - $49,999",bachelor degree,pacific,1,1.0714285714285714,Jedi fiel,1
3290787286.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,female,18-29,,less than high school degree,pacific,1,1.0833333333333333,Jedi fiel,1
3290785928.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,18-29,"$0 - $24,999",bachelor degree,pacific,1,1.0769230769230769,Jedi fiel,1
3290782952.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,"$25,000 - $49,999",high school degree,middle atlantic,1,,Territorio neutral,4
3290781544.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,30-44,"$100,000 - $149,999",bachelor degree,west north central,1,0.7142857142857143,Jedi fiel,1
3290781284.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290781039.0,yes,1,yes,1.0,fan,5,high_consumption,1,greedo,no,0.0,,,yes,1.0,male,> 60,"$100,000 - $149,999",bachelor degree,west south central,1,0.9285714285714286,Jedi fiel,1
3290779524.0,yes,1,yes,1.0,fan,3,medium_consumption,1,greedo,no,0.0,,,yes,1.0,female,45-60,"$25,000 - $49,999",bachelor degree,west south central,1,1.3571428571428572,Rebelde nostalgico,2
3290779140.0,yes,1,no,0.0,not_fan,4,medium_consumption,1,han,no,0.0,,,no,0.0,female,30-44,"$50,000 - $99,999",some college or associate degree,middle atlantic,1,1.3076923076923077,Explorador casual,3
3290778828.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,> 60,"$50,000 - $99,999",some college or associate degree,pacific,1,0.5,Explorador casual,3
3290777129.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290773277.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,yes,1.0,yes,1.0,yes,1.0,male,30-44,"$150,000+",bachelor degree,south atlantic,1,1.2142857142857142,Jedi fiel,1
3290769012.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,45-60,"$50,000 - $99,999",some college or associate degree,west south central,1,,Territorio neutral,4
3290767951.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290767535.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,"$150,000+",graduate degree,east north central,1,0.2857142857142857,Explorador casual,3
3290765210.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,yes,1.0,male,45-60,"$0 - $24,999",high school degree,middle atlantic,1,,Territorio neutral,4
3290762924.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$50,000 - $99,999",some college or associate degree,west north central,1,1.4,Territorio neutral,4
3290761823.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$0 - $24,999",high school degree,pacific,1,,Territorio neutral,4
3290760722.0,yes,1,yes,1.0,fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,45-60,,some college or associate degree,east north central,1,1.5555555555555556,Rebelde nostalgico,2
3290759512.0,yes,1,yes,1.0,fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,> 60,"$25,000 - $49,999",some college or associate degree,east south central,1,2.0,Rebelde nostalgico,2
3290758362.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,no,0.0,male,18-29,,some college or associate degree,middle atlantic,1,1.0714285714285714,Jedi fiel,1
3290757230.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,18-29,"$25,000 - $49,999",high school degree,pacific,1,0.0,Territorio neutral,4
3290756394.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,female,45-60,"$25,000 - $49,999",bachelor degree,middle atlantic,1,1.1428571428571428,Jedi fiel,1
3290755451.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,> 60,"$50,000 - $99,999",bachelor degree,west north central,1,2.0,Jedi fiel,1
3290753390.0,yes,1,no,0.0,not_fan,5,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,male,45-60,"$0 - $24,999",some college or associate degree,new england,1,-0.2307692307692307,Explorador casual,3
3290749764.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,male,45-60,"$150,000+",graduate degree,middle atlantic,1,1.0,Jedi fiel,1
3290749229.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,"$0 - $24,999",some college or associate degree,east north central,1,2.0,Territorio neutral,4
3290746853.0,yes,1,no,0.0,not_fan,2,low_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,female,45-60,"$0 - $24,999",bachelor degree,south atlantic,1,0.4166666666666667,Explorador casual,3
3290744027.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290741994.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,yes,1.0,yes,1.0,yes,1.0,male,30-44,,some college or associate degree,mountain,1,0.7857142857142857,Jedi fiel,1
3290741405.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,female,45-60,"$100,000 - $149,999",bachelor degree,pacific,1,1.3571428571428572,Jedi fiel,1
3290740448.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,45-60,"$150,000+",bachelor degree,mountain,1,0.7142857142857143,Jedi fiel,1
3290739967.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,no,0.0,female,45-60,,high school degree,west north central,1,1.8571428571428568,Jedi fiel,1
3290739235.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$150,000+",bachelor degree,south atlantic,1,0.5555555555555556,Explorador casual,3
3290738262.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$25,000 - $49,999",high school degree,east south central,1,,Territorio neutral,4
3290737104.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,30-44,"$0 - $24,999",some college or associate degree,east north central,1,,Territorio neutral,4
3290736072.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,yes,1.0,yes,1.0,no,0.0,male,45-60,"$150,000+",bachelor degree,pacific,1,1.1428571428571428,Jedi fiel,1
3290734874.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,18-29,"$25,000 - $49,999",bachelor degree,west south central,1,1.0,Jedi fiel,1
3290733932.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,"$25,000 - $49,999",bachelor degree,pacific,1,1.0,Territorio neutral,4
3290733316.0,yes,1,yes,1.0,fan,5,high_consumption,1,han,no,0.0,,,yes,1.0,female,45-60,"$25,000 - $49,999",bachelor degree,east north central,1,0.5384615384615384,Jedi fiel,1
3290732383.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,no,0.0,male,30-44,"$50,000 - $99,999",high school degree,mountain,1,0.5714285714285714,Jedi fiel,1
3290727763.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,30-44,"$100,000 - $149,999",graduate degree,east north central,1,1.0714285714285714,Jedi fiel,1
3290726075.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,female,> 60,"$50,000 - $99,999",some college or associate degree,new england,1,1.1428571428571428,Jedi fiel,1
3290719847.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290718359.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290717899.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,male,45-60,"$150,000+",bachelor degree,east north central,1,1.0714285714285714,Jedi fiel,1
3290717372.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,45-60,"$25,000 - $49,999",graduate degree,east south central,1,,Territorio neutral,4
3290714941.0,yes,1,no,0.0,not_fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,30-44,"$0 - $24,999",high school degree,west south central,1,1.0,Explorador casual,3
3290714484.0,yes,1,yes,1.0,fan,5,high_consumption,1,i don't understand this question,yes,1.0,no,0.0,yes,1.0,male,45-60,"$100,000 - $149,999",bachelor degree,west north central,1,0.6428571428571429,Jedi fiel,1
3290714430.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,"$0 - $24,999",some college or associate degree,west south central,1,,Territorio neutral,4
3290714378.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,> 60,"$50,000 - $99,999",graduate degree,mountain,1,1.1428571428571428,Jedi fiel,1
3290712204.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,greedo,no,0.0,,,no,0.0,male,45-60,"$100,000 - $149,999",high school degree,east north central,1,1.1428571428571428,Explorador casual,3
3290711898.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,18-29,"$25,000 - $49,999",bachelor degree,west south central,1,,Territorio neutral,4
3290711882.0,yes,1,no,0.0,not_fan,2,low_consumption,1,han,no,0.0,,,yes,1.0,female,18-29,,some college or associate degree,south atlantic,1,1.1428571428571428,Explorador casual,3
3290711757.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290711487.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,30-44,"$100,000 - $149,999",bachelor degree,east north central,1,1.0,Explorador casual,3
3290711262.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,i don't understand this question,yes,1.0,no,0.0,no,0.0,female,45-60,"$50,000 - $99,999",some college or associate degree,west north central,1,-1.5,Explorador casual,3
3290708664.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,> 60,"$0 - $24,999",bachelor degree,south atlantic,1,1.0,Explorador casual,3
3290707402.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290706716.0,yes,1,no,0.0,not_fan,4,medium_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,> 60,"$100,000 - $149,999",bachelor degree,west south central,1,1.5,Explorador casual,3
3290706611.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,18-29,"$25,000 - $49,999",graduate degree,south atlantic,1,0.8461538461538461,Explorador casual,3
3290703210.0,yes,1,no,0.0,not_fan,5,high_consumption,1,han,no,0.0,,,no,0.0,male,30-44,"$25,000 - $49,999",bachelor degree,mountain,1,-0.0714285714285714,Explorador casual,3
3290701442.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290700285.0,yes,1,yes,1.0,fan,6,high_consumption,1,,,,,,,,,,,,,0,2.0,Jedi fiel,1
3290700214.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,> 60,"$25,000 - $49,999",some college or associate degree,mountain,1,2.0,Territorio neutral,4
3290700030.0,yes,1,yes,1.0,fan,4,medium_consumption,1,han,no,0.0,,,yes,1.0,male,30-44,"$0 - $24,999",some college or associate degree,south atlantic,1,1.0,Rebelde nostalgico,2
3290699410.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,,bachelor degree,pacific,1,1.2142857142857142,Jedi fiel,1
3290695784.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,female,45-60,"$100,000 - $149,999",graduate degree,pacific,1,0.3571428571428571,Jedi fiel,1
3290695316.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290694269.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$50,000 - $99,999",bachelor degree,west south central,1,,Territorio neutral,4
3290693095.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290692020.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$50,000 - $99,999",some college or associate degree,mountain,1,,Territorio neutral,4
3290691758.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,yes,1.0,no,0.0,no,0.0,male,18-29,"$0 - $24,999",graduate degree,west south central,1,2.0,Jedi fiel,1
3290689343.0,yes,1,no,0.0,not_fan,1,low_consumption,1,greedo,no,0.0,,,no,0.0,male,45-60,"$50,000 - $99,999",high school degree,east north central,1,0.7142857142857143,Territorio neutral,4
3290687981.0,yes,1,yes,1.0,fan,6,high_consumption,1,,,,,,,,,,,,,0,0.5384615384615384,Jedi fiel,1
3290687830.0,yes,1,yes,1.0,fan,6,high_consumption,0,han,no,0.0,,,yes,1.0,male,30-44,"$100,000 - $149,999",bachelor degree,middle atlantic,1,1.3076923076923077,Jedi fiel,1
3290686887.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$150,000+",bachelor degree,pacific,1,,Territorio neutral,4
3290686362.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,"$50,000 - $99,999",bachelor degree,west north central,1,,Territorio neutral,4
3290685885.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290684868.0,yes,1,no,0.0,not_fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,30-44,"$50,000 - $99,999",graduate degree,mountain,1,0.7142857142857143,Explorador casual,3
3290684287.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$100,000 - $149,999",graduate degree,east north central,1,1.6428571428571428,Jedi fiel,1
3290681574.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290678952.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,30-44,"$100,000 - $149,999",graduate degree,west south central,1,0.7142857142857143,Territorio neutral,4
3290678515.0,yes,1,yes,1.0,fan,5,high_consumption,1,han,no,0.0,,,yes,1.0,female,45-60,"$50,000 - $99,999",graduate degree,east north central,1,1.2142857142857142,Jedi fiel,1
3290676695.0,yes,1,yes,1.0,fan,1,low_consumption,1,i don't understand this question,yes,1.0,no,0.0,no,0.0,male,45-60,"$25,000 - $49,999",some college or associate degree,mountain,1,1.3076923076923077,Rebelde nostalgico,2
3290674534.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,,high school degree,middle atlantic,1,,Territorio neutral,4
3290667297.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,> 60,"$50,000 - $99,999",some college or associate degree,west north central,1,0.0,Territorio neutral,4
3290664543.0,yes,1,no,0.0,not_fan,4,medium_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,18-29,"$25,000 - $49,999",some college or associate degree,pacific,1,1.1428571428571428,Explorador casual,3
3290664463.0,yes,1,yes,1.0,fan,4,medium_consumption,1,greedo,yes,1.0,no,0.0,yes,1.0,male,45-60,"$50,000 - $99,999",bachelor degree,east south central,1,1.2307692307692308,Rebelde nostalgico,2
3290664069.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290662118.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,no,0.0,male,30-44,"$150,000+",graduate degree,east north central,1,0.8571428571428571,Jedi fiel,1
3290661650.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,18-29,"$150,000+",bachelor degree,middle atlantic,1,0.7142857142857143,Jedi fiel,1
3290661587.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290661135.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,yes,1.0,no,0.0,no,0.0,male,30-44,"$50,000 - $99,999",bachelor degree,mountain,1,1.1428571428571428,Jedi fiel,1
3290659818.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,male,30-44,"$50,000 - $99,999",bachelor degree,east north central,1,0.9285714285714286,Jedi fiel,1
3290659314.0,yes,1,yes,1.0,fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,male,30-44,"$0 - $24,999",graduate degree,south atlantic,1,1.2857142857142858,Rebelde nostalgico,2
3290655784.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,"$100,000 - $149,999",some college or associate degree,south atlantic,1,0.6428571428571429,Explorador casual,3
3290654597.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,,graduate degree,east north central,1,1.6428571428571428,Jedi fiel,1
3290652558.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,45-60,"$50,000 - $99,999",bachelor degree,west north central,1,,Territorio neutral,4
3290651085.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290650590.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,no,0.0,female,18-29,,bachelor degree,middle atlantic,1,0.5714285714285714,Jedi fiel,1
3290644326.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290640323.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,greedo,no,0.0,,,no,0.0,male,30-44,"$0 - $24,999",bachelor degree,pacific,1,0.9090909090909092,Explorador casual,3
3290638529.0,yes,1,no,0.0,not_fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,45-60,"$25,000 - $49,999",bachelor degree,east north central,1,0.0,Explorador casual,3
3290634681.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290631608.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,greedo,yes,1.0,no,0.0,no,0.0,female,45-60,,,west south central,1,0.0,Explorador casual,3
3290630470.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,greedo,no,0.0,,,no,0.0,female,> 60,"$150,000+",graduate degree,east south central,1,1.2857142857142858,Explorador casual,3
3290630282.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,no,0.0,male,> 60,"$25,000 - $49,999",some college or associate degree,mountain,1,1.3571428571428572,Jedi fiel,1
3290628419.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290627850.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,male,45-60,"$100,000 - $149,999",bachelor degree,pacific,1,1.2857142857142858,Jedi fiel,1
3290627681.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,"$100,000 - $149,999",graduate degree,east north central,1,1.2142857142857142,Jedi fiel,1
3290626609.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,"$25,000 - $49,999",some college or associate degree,south atlantic,1,,Territorio neutral,4
3290625814.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290624447.0,yes,1,yes,1.0,fan,5,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,45-60,"$50,000 - $99,999",some college or associate degree,pacific,1,1.3571428571428572,Jedi fiel,1
3290620991.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,male,45-60,"$25,000 - $49,999",some college or associate degree,east north central,1,0.5,Jedi fiel,1
3290617461.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,"$150,000+",graduate degree,south atlantic,1,1.6428571428571428,Jedi fiel,1
3290611875.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,45-60,"$100,000 - $149,999",bachelor degree,south atlantic,1,1.0714285714285714,Jedi fiel,1
3290611716.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,han,no,0.0,,,no,0.0,male,45-60,"$100,000 - $149,999",bachelor degree,west north central,1,0.5555555555555556,Explorador casual,3
3290602490.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,,Territorio neutral,4
3290601892.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,30-44,"$50,000 - $99,999",some college or associate degree,new england,1,0.4285714285714285,Jedi fiel,1
3290601518.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,30-44,"$0 - $24,999",graduate degree,east north central,1,,Territorio neutral,4
3290600680.0,yes,1,yes,1.0,fan,4,medium_consumption,1,han,no,0.0,,,yes,1.0,female,45-60,"$150,000+",bachelor degree,middle atlantic,1,0.5714285714285714,Rebelde nostalgico,2
3290600559.0,yes,1,yes,1.0,fan,2,low_consumption,1,han,no,0.0,,,yes,1.0,female,> 60,,high school degree,south atlantic,1,0.9285714285714286,Rebelde nostalgico,2
3290600057.0,yes,1,yes,1.0,fan,1,low_consumption,1,greedo,no,0.0,,,yes,1.0,female,30-44,"$25,000 - $49,999",graduate degree,west south central,1,0.6923076923076923,Rebelde nostalgico,2
3290598307.0,yes,1,no,0.0,not_fan,4,medium_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$100,000 - $149,999",some college or associate degree,east south central,1,1.4,Explorador casual,3
3290597099.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,no,0.0,female,30-44,"$100,000 - $149,999",bachelor degree,east north central,1,1.7142857142857142,Jedi fiel,1
3290593953.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,30-44,"$50,000 - $99,999",bachelor degree,pacific,1,1.1428571428571428,Jedi fiel,1
3290582716.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,45-60,"$100,000 - $149,999",graduate degree,south atlantic,1,0.2307692307692307,Explorador casual,3
